0.6030000000	2.8990000000	0.9150000000	0.0700000000	2.0880000000	0.1800000000
1.9900000000	1.4550000000	0.3970000000	0.1410000000	2.3290000000	0.1800000000
1.0100000000	1.7940000000	0.5680000000	0.4870000000	1.7110000000	0.1800000000
2.9250000000	0.5880000000	0.6380000000	0.9900000000	1.7260000000	0.1800000000
2.0800000000	1.4670000000	0.6030000000	0.1560000000	2.8570000000	0.1800000000
1.4170000000	0.5630000000	0.4620000000	0.1610000000	1.6360000000	0.1800000000
1.0850000000	1.7810000000	0.1060000000	0.7990000000	1.7410000000	0.1800000000
2.6530000000	1.1280000000	0.0950000000	0.1060000000	2.2090000000	0.1800000000
2.2910000000	2.3970000000	0.7140000000	0.3520000000	2.7060000000	0.1800000000
0.4370000000	2.3840000000	0.8690000000	0.0550000000	2.6760000000	0.1800000000
2.8040000000	1.1530000000	0.8190000000	0.0750000000	2.4200000000	0.1800000000
0.4520000000	1.1910000000	0.0650000000	0.0200000000	1.7490000000	0.1800000000
1.6430000000	2.5730000000	0.2360000000	0.2860000000	2.9850000000	0.1800000000
1.8540000000	1.9450000000	0.3120000000	0.7090000000	2.3370000000	0.1800000000
1.6730000000	1.2040000000	0.4720000000	0.8190000000	1.9220000000	0.1800000000
0.7240000000	2.6110000000	0.8340000000	0.0250000000	2.7290000000	0.1800000000
1.1460000000	2.6730000000	0.3570000000	0.3420000000	1.9820000000	0.1800000000
2.1410000000	2.1330000000	0.3720000000	0.9050000000	1.6960000000	0.1800000000
1.4470000000	1.2410000000	0.2410000000	0.8140000000	2.3520000000	0.1800000000
0.5130000000	0.6880000000	0.7040000000	0.7790000000	2.0280000000	0.1800000000
2.1860000000	2.7240000000	0.6930000000	0.4320000000	2.5850000000	0.1800000000
2.8340000000	0.7140000000	0.2110000000	0.8540000000	2.6530000000	0.1800000000
2.3370000000	1.5430000000	0.5130000000	0.4120000000	2.9020000000	0.1800000000
1.6280000000	0.9650000000	0.1260000000	0.1110000000	2.9700000000	0.1800000000
0.5730000000	0.8640000000	0.1610000000	0.9800000000	2.3070000000	0.1800000000
2.8190000000	1.4300000000	0.6180000000	0.8040000000	2.4720000000	0.1800000000
2.5930000000	2.0830000000	0.2760000000	0.4170000000	2.8190000000	0.1800000000
1.6130000000	2.1080000000	0.6980000000	0.3270000000	2.2460000000	0.1800000000
0.5880000000	2.6860000000	0.3370000000	0.5980000000	2.5700000000	0.1800000000
0.8140000000	1.9820000000	0.6680000000	0.9400000000	2.6080000000	0.1800000000
1.3570000000	1.0530000000	0.2310000000	0.4620000000	1.7190000000	0.1800000000
1.5230000000	0.8770000000	0.1510000000	0.9950000000	1.5980000000	0.1800000000
2.7140000000	2.2340000000	0.5030000000	0.5680000000	2.7590000000	0.1800000000
2.2310000000	2.9870000000	0.6430000000	0.5030000000	2.9470000000	0.1800000000
1.8240000000	1.6430000000	0.5380000000	0.0850000000	2.0950000000	0.1800000000
0.4970000000	1.1030000000	0.0500000000	0.7740000000	1.8620000000	0.1800000000
0.6330000000	2.2590000000	0.4520000000	0.9200000000	1.6210000000	0.1800000000
2.3970000000	2.7990000000	0.5180000000	0.8290000000	2.2240000000	0.1800000000
2.4570000000	2.7860000000	0.1210000000	0.8340000000	1.8320000000	0.1800000000
0.0450000000	2.2090000000	0.3320000000	0.5180000000	2.5250000000	0.1800000000
1.5380000000	0.7890000000	0.3220000000	0.8490000000	2.5550000000	0.1800000000
2.6380000000	0.6260000000	0.5930000000	0.6430000000	2.2310000000	0.1800000000
0.0150000000	2.2210000000	0.9100000000	0.8090000000	2.0430000000	0.1800000000
2.4420000000	2.0200000000	0.9350000000	1.0000000000	1.8990000000	0.1800000000
2.9850000000	1.7310000000	0.9750000000	0.5930000000	1.6280000000	0.1800000000
0.1210000000	1.3420000000	0.5630000000	0.1310000000	1.6810000000	0.1800000000
0.3770000000	1.9320000000	0.1010000000	0.7040000000	1.9300000000	0.1800000000
1.3270000000	1.6810000000	0.2160000000	0.8440000000	2.6610000000	0.1800000000
1.6880000000	1.3670000000	0.2710000000	0.3320000000	2.2540000000	0.1800000000
0.8890000000	2.1960000000	0.7190000000	0.8940000000	1.9070000000	0.1800000000
0.4670000000	0.5000000000	0.3420000000	0.7590000000	1.9970000000	0.1800000000
0.8440000000	1.0150000000	0.2260000000	0.9750000000	2.2390000000	0.1800000000
1.8690000000	0.6630000000	0.8940000000	0.6880000000	2.1260000000	0.1800000000
2.2010000000	1.1410000000	0.9850000000	0.0950000000	1.7710000000	0.1800000000
1.7040000000	1.4920000000	0.7390000000	0.3020000000	2.4270000000	0.1800000000
1.2210000000	1.7560000000	0.9050000000	0.4770000000	2.3820000000	0.1800000000
0.2410000000	1.7440000000	0.8040000000	0.6330000000	2.7440000000	0.1800000000
2.9100000000	1.2160000000	0.9500000000	0.9100000000	2.9620000000	0.1800000000
0.9950000000	0.9770000000	0.6130000000	0.0500000000	1.5000000000	0.1800000000
2.3670000000	0.6760000000	0.4870000000	0.1710000000	2.0350000000	0.1800000000
2.5780000000	1.3920000000	0.2510000000	0.4920000000	1.9750000000	0.1800000000
1.8390000000	2.7740000000	0.8240000000	0.4470000000	2.5630000000	0.1800000000
0.9350000000	2.0450000000	0.9400000000	0.6580000000	2.6910000000	0.1800000000
1.7940000000	1.0280000000	0.3920000000	0.6680000000	2.4120000000	0.1800000000
0.1510000000	1.6310000000	0.1360000000	0.6780000000	2.1110000000	0.1800000000
0.2560000000	2.8370000000	0.3520000000	0.2560000000	2.8490000000	0.1800000000
1.3720000000	0.8390000000	0.0400000000	0.1260000000	2.1860000000	0.1800000000
0.9500000000	2.8120000000	0.0150000000	0.5530000000	1.5300000000	0.1800000000
2.1560000000	2.2840000000	0.2810000000	0.1210000000	2.7510000000	0.1800000000
2.5180000000	1.2660000000	0.6880000000	0.6030000000	1.8690000000	0.1800000000
0.7990000000	0.5130000000	0.4970000000	0.9300000000	1.5750000000	0.1800000000
1.4620000000	3.0000000000	0.3620000000	0.0100000000	2.0650000000	0.1800000000
0.8590000000	1.9070000000	0.9950000000	0.5780000000	1.7640000000	0.1800000000
1.5530000000	1.3170000000	0.7890000000	0.2160000000	1.7940000000	0.1800000000
0.7840000000	1.8570000000	0.0550000000	0.8590000000	2.5780000000	0.1800000000
2.1710000000	0.8890000000	0.1110000000	0.7340000000	2.6230000000	0.1800000000
1.4920000000	2.6980000000	0.6830000000	0.1510000000	2.9250000000	0.1800000000
1.1160000000	2.1210000000	0.0750000000	0.0000000000	2.2760000000	0.1800000000
2.4870000000	1.4420000000	0.2660000000	0.8740000000	2.1780000000	0.1800000000
0.9650000000	1.8190000000	0.4270000000	0.5630000000	1.8840000000	0.1800000000
0.1660000000	2.2960000000	0.0600000000	0.6630000000	2.4800000000	0.1800000000
2.6830000000	0.9020000000	0.3270000000	0.3170000000	2.2160000000	0.1800000000
0.3170000000	1.2540000000	0.6630000000	0.6980000000	2.9550000000	0.1800000000
1.1910000000	1.1780000000	0.8390000000	0.2660000000	1.5600000000	0.1800000000
1.4020000000	2.0080000000	0.4320000000	0.5130000000	1.5380000000	0.1800000000
0.2860000000	0.7640000000	0.0100000000	0.3920000000	2.1330000000	0.1800000000
1.8990000000	1.2910000000	0.3670000000	0.3370000000	2.9170000000	0.1800000000
0.9200000000	1.7060000000	0.6780000000	0.3070000000	3.0000000000	0.1800000000
0.2260000000	0.7260000000	0.0200000000	0.7290000000	1.5230000000	0.1800000000
2.6980000000	1.5930000000	0.6280000000	0.4820000000	2.7210000000	0.1800000000
1.2060000000	1.9950000000	0.2960000000	0.5480000000	2.0580000000	0.1800000000
2.0050000000	1.5300000000	0.4020000000	0.7140000000	1.7340000000	0.1800000000
1.8090000000	1.1660000000	0.8740000000	0.3220000000	2.6160000000	0.1800000000
0.8740000000	0.9270000000	0.0850000000	0.8840000000	1.5450000000	0.1800000000
1.1310000000	2.6610000000	0.5530000000	0.2960000000	2.2840000000	0.1800000000
2.8790000000	2.7110000000	0.4370000000	0.8240000000	1.9150000000	0.1800000000
0.4820000000	2.1710000000	0.5980000000	0.9850000000	1.8470000000	0.1800000000
1.5980000000	1.7690000000	0.8540000000	0.5380000000	2.4570000000	0.1800000000
2.6080000000	1.9570000000	0.1310000000	0.6730000000	2.8720000000	0.1800000000
2.2160000000	1.4170000000	0.7440000000	0.4570000000	2.9400000000	0.1800000000
0.1810000000	2.0330000000	0.1860000000	0.7490000000	2.0130000000	0.1800000000
0.0300000000	1.5550000000	0.2860000000	0.2010000000	2.2610000000	0.1800000000
2.0200000000	1.8440000000	0.5230000000	0.8890000000	1.8770000000	0.1800000000
0.6780000000	2.5350000000	0.7290000000	0.2360000000	2.9770000000	0.1800000000
1.7490000000	2.6230000000	0.1710000000	0.6930000000	2.7360000000	0.1800000000
0.3920000000	2.9620000000	0.7690000000	0.0300000000	2.1710000000	0.1800000000
2.8490000000	2.5100000000	0.0450000000	0.3470000000	1.9600000000	0.1800000000
1.9750000000	0.6130000000	0.9650000000	0.0600000000	2.2010000000	0.1800000000
1.5680000000	2.3220000000	0.7840000000	0.6830000000	2.1930000000	0.1800000000
0.0000000000	0.6380000000	0.6730000000	0.5830000000	2.1560000000	0.1800000000
1.9300000000	2.6360000000	0.1810000000	0.9450000000	2.0050000000	0.1800000000
2.9400000000	2.4100000000	0.5330000000	0.2410000000	1.8240000000	0.1800000000
2.5330000000	1.6560000000	0.7590000000	0.7240000000	2.3220000000	0.1800000000
1.4320000000	2.9500000000	0.1760000000	0.8640000000	1.7560000000	0.1800000000
0.7390000000	2.8490000000	0.6530000000	0.5580000000	2.4350000000	0.1800000000
2.9550000000	2.8240000000	0.9900000000	0.1660000000	2.9100000000	0.1800000000
0.4220000000	1.9200000000	0.1910000000	0.6480000000	1.7790000000	0.1800000000
0.7090000000	2.7610000000	0.0900000000	0.3570000000	2.2690000000	0.1800000000
0.1360000000	1.8320000000	1.0000000000	0.3720000000	2.3670000000	0.1800000000
1.2660000000	2.8870000000	0.8990000000	0.2310000000	2.7660000000	0.1800000000
2.0650000000	0.6510000000	0.9250000000	0.4270000000	2.8790000000	0.1800000000
2.5030000000	0.8140000000	0.3470000000	0.2060000000	1.7040000000	0.1800000000
2.1110000000	0.9150000000	0.6080000000	0.7540000000	1.5080000000	0.1800000000
0.6480000000	1.2790000000	0.5830000000	0.2760000000	2.8870000000	0.1800000000
2.3520000000	2.3470000000	0.5880000000	0.4970000000	1.6580000000	0.1800000000
1.7340000000	2.7360000000	0.0250000000	0.0150000000	2.6680000000	0.1800000000
0.6180000000	0.5750000000	0.0800000000	0.3770000000	2.5180000000	0.1800000000
0.3320000000	1.6180000000	0.8440000000	0.7840000000	2.7810000000	0.1800000000
1.5080000000	1.6060000000	0.9700000000	0.8790000000	1.6060000000	0.1800000000
2.0950000000	0.7390000000	0.5430000000	0.2510000000	2.7960000000	0.1800000000
1.2360000000	2.0950000000	0.5730000000	0.2810000000	2.4420000000	0.1800000000
1.9150000000	2.5480000000	0.8590000000	0.3970000000	2.0500000000	0.1800000000
0.0900000000	0.7510000000	0.8290000000	0.9350000000	1.5830000000	0.1800000000
0.1960000000	2.9370000000	0.2560000000	0.9150000000	2.4050000000	0.1800000000
0.5280000000	2.9750000000	0.4170000000	0.1910000000	1.6130000000	0.1800000000
1.0400000000	0.8270000000	0.4920000000	0.2210000000	1.8020000000	0.1800000000
0.8290000000	2.3590000000	0.3170000000	0.5330000000	2.3740000000	0.1800000000
0.2110000000	0.5500000000	0.7940000000	0.0450000000	2.5400000000	0.1800000000
2.9700000000	2.5980000000	0.1960000000	0.2910000000	2.5100000000	0.1800000000
1.7640000000	1.7190000000	0.7240000000	0.1460000000	1.8090000000	0.1800000000
2.7440000000	1.4050000000	0.3870000000	0.2260000000	2.7740000000	0.1800000000
1.8840000000	1.3290000000	0.2910000000	0.4070000000	2.7890000000	0.1800000000
0.7690000000	2.8740000000	0.8090000000	0.0400000000	2.9320000000	0.1800000000
1.0250000000	1.0030000000	0.2460000000	0.5730000000	2.2910000000	0.1800000000
0.0750000000	1.1160000000	0.7490000000	0.6230000000	2.7140000000	0.1800000000
1.5830000000	2.1460000000	0.2610000000	0.8390000000	2.1180000000	0.1800000000
1.7190000000	1.0650000000	0.8840000000	0.3620000000	1.6880000000	0.1800000000
1.2510000000	2.2710000000	0.5280000000	0.8990000000	2.8420000000	0.1800000000
1.0550000000	1.5680000000	0.9600000000	0.2460000000	1.6430000000	0.1800000000
2.0350000000	2.4350000000	0.0700000000	0.2610000000	1.9900000000	0.1800000000
1.6580000000	1.6930000000	0.8490000000	0.4220000000	1.5680000000	0.1800000000
0.2710000000	0.8020000000	0.6480000000	0.0350000000	2.5480000000	0.1800000000
2.8640000000	2.5850000000	0.7790000000	0.9250000000	1.9670000000	0.1800000000
2.2760000000	1.3790000000	0.2060000000	0.9600000000	2.4870000000	0.1800000000
1.1010000000	2.4720000000	0.6330000000	0.7190000000	2.6830000000	0.1800000000
1.4770000000	1.8690000000	0.4070000000	0.1160000000	2.5030000000	0.1800000000
2.3820000000	2.4600000000	0.5080000000	0.5230000000	2.5330000000	0.1800000000
0.6630000000	1.9700000000	0.8640000000	0.4520000000	2.3970000000	0.1800000000
0.1060000000	2.5230000000	0.9200000000	0.9700000000	1.9520000000	0.1800000000
1.1760000000	2.1830000000	0.8790000000	0.9500000000	1.8170000000	0.1800000000
1.0700000000	1.8070000000	0.2010000000	0.1760000000	1.5530000000	0.1800000000
0.7540000000	0.9900000000	0.6230000000	0.6380000000	1.9450000000	0.1800000000
0.3470000000	1.0900000000	0.5580000000	0.3870000000	2.6310000000	0.1800000000
0.5430000000	0.5250000000	0.8140000000	0.7640000000	1.9370000000	0.1800000000
0.6930000000	1.6680000000	0.4770000000	0.8690000000	2.8040000000	0.1800000000
